time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
30.0,0.13207809,0.266780005,-0.0878051743,0.0882504245,,,,0.0992620658,,-0.157853184,-0.102365141,,-0.0552546683,,,,-0.449730038,0.178783765,-0.0722020041,,,-0.450231528,,,0.209711592,-0.311690807,0.213955275,,,,0.384269695,,0.122340605,,,-0.223061615,0.135953861,-0.265473763,,,,-0.0902320565,,-0.515121102,,-0.369121426,0.0450190585,-0.0903461758,,,,0.249179749,0.290324343,,,-0.228740837,,,-0.26919754,-0.197247064,-0.186697939,,,,-0.0626783046,,-0.446874084,,0.115244723,-0.348487764,,,,-0.594215888,0.158055186,,0.0137955883,,,0.660577446,,,0.3006405,-0.320568462,-0.315208114,,,-0.283939841,,,-0.426289148,,,0.398909142,-0.293985631,-0.241336949,,,,0.131218577,,0.384697262,0.0798774532,-0.325728962,0.427661459,,,,,-0.496461334,,,0.132937273,,,-0.245301178,0.3877066,-0.313839539,-0.196529132,,,,,,-0.515954022,,0.299960667,-0.283289058,,,,0.146910516,,,-0.360925393,,,0.142666562,-0.298283837,,,-0.226188868,,-0.279638557,-0.0953356936,-0.343743812,,,,0.266334047,,-0.321321194,-0.32286012,-0.155558918,,,,0.137248223,0.199119459,,,-0.447861105,-0.207816554,,,-0.32530905,-0.164161152,,,-0.203929502,0.0813641108,,,-0.0862067002,0.231026929,,,0.12491309,0.153935577,0.241235886
30.48974639286001,0.00964790504,0.294372609,-0.123381665,0.0403467311,,,,0.174248299,,0.113355306,0.0209411524,,0.102382412,,,,-0.332205837,0.247574598,-0.0485090518,,,-0.248005505,,,0.379253317,-0.407043923,0.153450135,,,,0.196437681,,0.244378105,,,-0.239029347,0.0993492853,-0.380546308,,,,-0.161456704,,-0.305960984,,-0.360204432,-0.06696984,-0.238480731,,,,-0.0628772274,0.424472329,,,0.0106472295,,,-0.407476748,-0.422419078,-0.304153938,,,,-0.0166595534,,-0.426245387,,-0.195130234,-0.348898235,,,,-0.522334363,0.239310682,,-0.297711302,,,0.58884494,,,0.0235425704,-0.255639122,-0.219918751,,,-0.558196495,,,-0.323324994,,,0.150401261,-0.230300798,-0.118155624,,,,-0.171040874,,0.54824413,0.16840184,-0.204923614,0.177226589,,,,,-0.401329227,,,-0.165965177,,,-0.276237158,0.118420127,-0.140482877,-0.416178106,,,,,,-0.507616779,,0.0127714003,-0.114252223,,,,0.14577415,,,-0.335177,,,-0.163325429,-0.15283008,,,-0.338331705,,-0.251797093,-0.345998239,-0.240378085,,,,-0.00909182446,,-0.456183968,-0.316402197,-0.0267682256,,,,0.208788649,0.259531616,,,-0.407044041,-0.259359288,,,-0.220642672,-0.227213168,,,-0.113741403,-0.124189476,,,0.0421374549,0.16666103,,,0.233323884,0.136658351,0.218725986
30.97949278572002,-0.0810446549,0.190601011,-0.0886134413,-0.0106548359,,,,0.180210698,,0.309456311,0.165172459,,0.268899606,,,,-0.0920240664,0.227470416,0.02288654,,,0.011209964,,,0.444067306,-0.397562429,0.105258264,,,,-0.0190198713,,0.293892878,,,-0.302140825,0.0398852454,-0.43508795,,,,-0.160715513,,-0.0389752593,,-0.285566773,-0.204217709,-0.306022337,,,,-0.369432783,0.484769288,,,0.25833529,,,-0.480371112,-0.470353855,-0.357319067,,,,-0.0585138346,,-0.307863434,,-0.413530863,-0.267050884,,,,-0.302168633,0.313275189,,-0.550625271,,,0.297388181,,,-0.234273405,-0.152318649,-0.0141593073,,,-0.626402956,,,-0.204221113,,,-0.114531437,-0.113760584,-0.0615184123,,,,-0.452209395,,0.529650321,0.212305122,-0.0247917656,-0.092752692,,,,,-0.226159109,,,-0.410907607,,,-0.236144773,-0.147965654,0.0529436566,-0.505836167,,,,,,-0.343666592,,-0.253187918,0.0424826066,,,,0.168753045,,,-0.260963055,,,-0.397742739,-0.024459902,,,-0.363008281,,-0.1908294,-0.469697482,-0.120991259,,,,-0.258012656,,-0.447315174,-0.244561253,0.110233198,,,,0.248877596,0.234240385,,,-0.279341521,-0.281497833,,,-0.113667243,-0.232992953,,,-0.00925801538,-0.263877427,,,0.166389019,0.0133934346,,,0.275682474,0.117032257,0.148757138
31.46923917858003,-0.106768468,0.0365986504,0.0126291534,-0.024612855,,,,0.148690102,,0.352341815,0.259067168,,0.343759058,,,,0.177240347,0.151941831,0.149699214,,,0.210841039,,,0.336355745,-0.239588149,0.0731967485,,,,-0.168744551,,0.303730021,,,-0.350741837,-0.0705159341,-0.343526235,,,,-0.0286831184,,0.150872875,,-0.242845251,-0.316613698,-0.312567616,,,,-0.561587609,0.42621669,,,0.417478414,,,-0.46577718,-0.395232411,-0.307023062,,,,-0.114056481,,-0.162359569,,-0.50808378,-0.114797228,,,,-0.0449140756,0.385750116,,-0.649763564,,,-0.117374468,,,-0.440947797,-0.0111995081,0.221958145,,,-0.503620109,,,-0.0851453975,,,-0.365499572,0.056794176,-0.0701580063,,,,-0.618194293,,0.307553695,0.240305612,0.169748121,-0.344590317,,,,,-0.0202717454,,,-0.548097597,,,-0.107743204,-0.372357327,0.214054258,-0.443572721,,,,,,-0.109111541,,-0.446541935,0.16777806,,,,0.224019996,,,-0.187840404,,,-0.50301552,0.0868914604,,,-0.313234754,,-0.0856228151,-0.45237984,-0.0007178638,,,,-0.380541077,,-0.33012479,-0.119724833,0.225364457,,,,0.185451075,0.152226926,,,-0.132501397,-0.245855701,,,-0.0176919923,-0.217643634,,,0.101602976,-0.29251654,,,0.256600683,-0.17333923,,,0.238663606,0.0657396376,0.0706586874
31.95898557144004,-0.0660517943,-0.0788104378,0.144823945,0.02663596,,,,0.10635328,,0.247009637,0.257392802,,0.273308652,,,,0.361002053,0.0729414157,0.274592439,,,0.287999656,,,0.0766695939,0.0250372162,0.0222362761,,,,-0.224085707,,0.296667693,,,-0.293495752,-0.213837265,-0.103522985,,,,0.192371005,,0.194679477,,-0.248739037,-0.341827193,-0.276453465,,,,-0.564717314,0.236925149,,,0.445585746,,,-0.340020917,-0.290375773,-0.156277472,,,,-0.0912419923,,-0.0341570269,,-0.489636866,0.0644114,,,,0.14077968,0.410683594,,-0.54862916,,,-0.499642948,,,-0.562853494,0.145906482,0.389505099,,,-0.271675305,,,0.0448982666,,,-0.555665122,0.240545691,-0.0845189884,,,,-0.59955427,,-0.0416470026,0.269423676,0.319447218,-0.534162758,,,,,0.165385461,,,-0.539865468,,,0.0769058554,-0.522534539,0.309114402,-0.268463018,,,,,,0.098017419,,-0.530179572,0.259012603,,,,0.263565991,,,-0.128992126,,,-0.467623799,0.196592366,,,-0.205906714,,0.0549045303,-0.33143816,0.125451572,,,,-0.359966471,,-0.170039396,0.035779618,0.288557917,,,,0.00264499318,0.0673491935,,,-0.0107945028,-0.130350629,,,0.0718858019,-0.186671339,,,0.201932064,-0.229976013,,,0.284517806,-0.305345691,,,0.139468521,-0.038585316,0.0105828113
32.44873196430004,0.0225886888,-0.107891257,0.248423832,0.130703948,,,,0.0649917308,,0.0729303826,0.168039434,,0.0879731697,,,,0.388206212,0.0165965983,0.319389656,,,0.258591415,,,-0.230178941,0.285279935,-0.0801340421,,,,-0.219577486,,0.259525252,,,-0.0943250938,-0.326321019,0.184869615,,,,0.388242703,,0.130982599,,-0.233383122,-0.251580878,-0.199276583,,,,-0.382818905,-0.0458904232,,,0.364593717,,,-0.111973444,-0.209856828,0.0393441097,,,,0.0527202787,,0.0719500011,,-0.388129376,0.209212066,,,,0.199729204,0.316840079,,-0.281101164,,,-0.707635067,,,-0.562692671,0.273735905,0.429278603,,,-0.025477852,,,0.188795169,,,-0.622741727,0.368614101,-0.0361255339,,,,-0.394980773,,-0.383496433,0.282556507,0.37947545,-0.607210951,,,,,0.290630663,,,-0.378974904,,,0.252795547,-0.560877164,0.331117292,-0.06372946,,,,,,0.222337937,,-0.483800217,0.310769601,,,,0.212465631,,,-0.0634139449,,,-0.325141175,0.296050397,,,-0.0591525412,,0.196878865,-0.169646689,0.250732624,,,,-0.250810619,,-0.0242478481,0.188424884,0.278775431,,,,-0.231414598,0.0185647851,,,0.0784575758,0.0468878186,,,0.158615134,-0.114891743,,,0.267481385,-0.131352886,,,0.235864461,-0.317341251,,,0.0202094743,-0.17656579,-0.0347459806
32.93847835716005,0.129057593,-0.0572828672,0.266994633,0.227942846,,,,0.0297541082,,-0.0689406539,0.0424099203,,-0.118019672,,,,0.269655952,-0.0334416444,0.249868107,,,0.185835562,,,-0.45122888,0.426449072,-0.221006368,,,,-0.205664758,,0.159427604,,,0.183365242,-0.340322664,0.382297676,,,,0.45360734,,0.0679541018,,-0.113792045,-0.0774236433,-0.0771659158,,,,-0.101984722,-0.343974517,,,0.228354951,,,0.154386149,-0.134974129,0.198323614,,,,0.27275885,,0.169168706,,-0.230089527,0.27147742,,,,0.152200116,0.0702866709,,0.0488582033,,,-0.676494239,,,-0.420406182,0.325131122,0.350073319,,,0.171306903,,,0.317591362,,,-0.521218404,0.383849528,0.0981674582,,,,-0.0824148379,,-0.593204149,0.234981336,0.33788906,-0.521687968,,,,,0.337081794,,,-0.107545131,,,0.357222798,-0.457592423,0.289309324,0.0889370652,,,,,,0.269232546,,-0.316980648,0.305246243,,,,0.0305848879,,,0.0348382884,,,-0.136768209,0.341195176,,,0.102458821,,0.2958984,-0.0213039117,0.336018199,,,,-0.12240981,,0.08341316,0.296388178,0.195742051,,,,-0.399305663,4.44686232e-05,,,0.149906059,0.222517736,,,0.232202352,0.0148845521,,,0.274622811,-0.0394521537,,,0.12189552,-0.209582534,,,-0.0745900263,-0.285648377,-0.087646115
33.42822475002006,0.213727972,0.0329559953,0.181047432,0.241260413,,,,0.010129187,,-0.115624681,-0.0641615537,,-0.249943783,,,,0.0859725531,-0.110815602,0.106020217,,,0.124729002,,,-0.49817739,0.398270992,-0.336825654,,,,-0.199297796,,-0.015659781,,,0.409745874,-0.234256059,0.406253556,,,,0.360276738,,0.0944709211,,0.117540329,0.104880473,0.0755734659,,,,0.155923375,-0.564661613,,,0.0783680693,,,0.358172664,-0.0113846396,0.260386382,,,,0.45533136,,0.256176051,,-0.0341441004,0.243472694,,,,0.0762067842,-0.276079753,,0.315266915,,,-0.438399439,,,-0.159640065,0.280620997,0.209027281,,,0.297279776,,,0.379759984,,,-0.261876872,0.277182394,0.274132513,,,,0.214165582,,-0.608894402,0.0886591726,0.214459173,-0.282487705,,,,,0.310582174,,,0.184069311,,,0.359970898,-0.222574123,0.194178317,0.154909475,,,,,,0.275863178,,-0.0796698858,0.223659316,,,,-0.238886498,,,0.164806348,,,0.0358973683,0.283232317,,,0.244689328,,0.319627317,0.0897859438,0.326599221,,,,-0.00900833231,,0.160306156,0.321032386,0.0666860273,,,,-0.409274007,-0.0315003679,,,0.213659934,0.320198113,,,0.270091126,0.173923113,,,0.211624472,0.0390365809,,,-0.0191065496,-0.0449017103,,,-0.12367209,-0.296822392,-0.159301918
33.91797114288006,0.233587245,0.119489606,0.0239156696,0.128548758,,,,0.017765342,,-0.0691354857,-0.130330231,,-0.271773005,,,,-0.0644486498,-0.221987663,-0.0278682615,,,0.0878214191,,,-0.371334484,0.239432577,-0.353452162,,,,-0.173284652,,-0.230180103,,,0.474009535,-0.0508797391,0.284094502,,,,0.164853242,,0.208474988,,0.365850382,0.220974554,0.216279714,,,,0.301180858,-0.632674043,,,-0.0761701053,,,0.417568289,0.178351546,0.221194062,,,,0.48731428,,0.304490945,,0.175272482,0.160126259,,,,0.0575903209,-0.589339192,,0.429383279,,,-0.0956349266,,,0.145139175,0.162477407,0.0629895002,,,0.355383622,,,0.335588092,,,0.0751264196,0.0942347367,0.404392109,,,,0.385386651,,-0.444675054,-0.147860505,0.0471648177,0.0407731402,,,,,0.23182964,,,0.391976874,,,0.272062387,0.0749626709,0.0554954606,0.159760883,,,,,,0.264418927,,0.148433585,0.0709239938,,,,-0.476289947,,,0.2891379,,,0.155549335,0.117463967,,,0.32922654,,0.262831496,0.169120925,0.197914388,,,,0.0953668707,,0.221759345,0.246067822,-0.061459332,,,,-0.25564475,-0.113728982,,,0.259588948,0.297500058,,,0.250201383,0.290379673,,,0.088708405,0.117259037,,,-0.136511158,0.0966088795,,,-0.138167493,-0.185741084,-0.226174915
34.40771753574007,0.160779837,0.171378184,-0.136158195,-0.0791284094,,,,0.0508120232,,0.0205790825,-0.173985987,,-0.218040243,,,,-0.121484326,-0.323258107,-0.0886949869,,,0.0536899834,,,-0.1494154,0.0458082223,-0.240767668,,,,-0.0899107693,,-0.411583447,,,0.357343415,0.129607985,0.122668004,,,,-0.0412309266,,0.317898264,,0.494776615,0.240320297,0.291193287,,,,0.319400629,-0.515870537,,,-0.241266626,,,0.325188858,0.373931774,0.129914758,,,,0.329691534,,0.277402165,,0.353821861,0.0733904334,,,,0.133332604,-0.722687908,,0.378550206,,,0.231410312,,,0.392773386,0.0215139755,-0.0687768892,,,0.350198116,,,0.188426535,,,0.369325508,-0.0913878061,0.411706369,,,,0.389769582,,-0.168133929,-0.403517097,-0.120543141,0.333803459,,,,,0.121821688,,,0.451030929,,,0.132810474,0.326098101,-0.104634977,0.16023831,,,,,,0.220350623,,0.292870033,-0.108591606,,,,-0.55142566,,,0.353870475,,,0.21877883,-0.0933578651,,,0.327235455,,0.146913873,0.231392153,-0.00813517162,,,,0.201978854,,0.267683016,0.0944072806,-0.145381849,,,,-0.02023276,-0.233433281,,,0.263030185,0.173148387,,,0.165466794,0.296514889,,,-0.0593242387,0.193405011,,,-0.193098833,0.168873608,,,-0.145095331,0.00232864718,-0.237547161
34.89746392860008,0.00557594577,0.168624188,-0.23800984,-0.286118613,,,,0.0814155652,,0.095990899,-0.221416243,,-0.153090179,,,,-0.0881603992,-0.343181178,-0.0816213842,,,0.00202877053,,,0.0638380406,-0.0912486654,-0.0383998732,,,,0.0533031362,,-0.488923783,,,0.140303345,0.239593268,0.0222003114,,,,-0.193501453,,0.312674385,,0.427159887,0.186705695,0.269413975,,,,0.261367109,-0.239184252,,,-0.403396524,,,0.157443688,0.469152122,0.0518771059,,,,0.0449239339,,0.163959429,,0.443710019,0.0169307101,,,,0.261798282,-0.599545625,,0.225515932,,,0.451043417,,,0.500231013,-0.0936123389,-0.201192445,,,0.28153595,,,-0.0115161202,,,0.516555233,-0.217925506,0.275946949,,,,0.269218684,,0.13394152,-0.569280015,-0.246562751,0.489932867,,,,,-0.00548094807,,,0.368263599,,,-0.0129868781,0.437410784,-0.241357149,0.194826979,,,,,,0.114617497,,0.32366665,-0.243372663,,,,-0.406530973,,,0.322336378,,,0.245688531,-0.247256851,,,0.233981619,,0.00774941171,0.278298036,-0.193246893,,,,0.291906915,,0.277958164,-0.072297454,-0.17087693,,,,0.184336672,-0.319896989,,,0.204722264,0.015375678,,,0.0318607803,0.183047433,,,-0.183202179,0.235539289,,,-0.185478114,0.178144482,,,-0.157339311,0.176677944,-0.153814362
35.38721032146008,-0.176898412,0.0990008098,-0.262832735,-0.387760334,,,,0.0648119492,,0.122978066,-0.268902524,,-0.113951869,,,,-0.0140003711,-0.235747593,-0.0700368411,,,-0.0601431389,,,0.198224052,-0.133475553,0.167565709,,,,0.206974429,,-0.429134551,,,-0.0569172546,0.259485758,0.00526922387,,,,-0.280660335,,0.151240125,,0.204742471,0.113203041,0.166572495,,,,0.19137989,0.116926694,,,-0.511476669,,,0.0239437266,0.394031079,0.0233474549,,,,-0.241808037,,-0.00198230895,,0.404529157,-0.0129069121,,,,0.342763832,-0.260022801,,0.070031955,,,0.522652485,,,0.442549604,-0.161380655,-0.344728415,,,0.155438226,,,-0.192656046,,,0.479334384,-0.261413779,0.0454391764,,,,0.11875557,,0.381247751,-0.553329921,-0.296447581,0.464651628,,,,,-0.136782227,,,0.210924446,,,-0.133911508,0.385904888,-0.299342605,0.251162636,,,,,,-0.0515375484,,0.269456628,-0.273683437,,,,-0.0978031061,,,0.198639478,,,0.256928977,-0.267833818,,,0.07632302,,-0.118621281,0.291549014,-0.261021262,,,,0.316978693,,0.22900917,-0.179566639,-0.160114331,,,,0.2849021,-0.289843556,,,0.0882946019,-0.0995191547,,,-0.113843408,0.0139918457,,,-0.240896092,0.2044484,,,-0.142623648,0.15915591,,,-0.156154917,0.258912519,0.0133356582
35.87695671432009,-0.309882701,-0.0337666084,-0.235464385,-0.336450557,,,,-0.0286921623,,0.0952079261,-0.273390168,,-0.0843339696,,,,0.0445278379,-0.0221723826,-0.116397072,,,-0.104197621,,,0.243470336,-0.102962831,0.298003962,,,,0.298096369,,-0.247798206,,,-0.153491172,0.215976936,0.015468097,,,,-0.323741227,,-0.10484786,,-0.0413474051,0.062786535,0.0375755877,,,,0.136925253,0.437300414,,,-0.496224507,,,-0.00963788134,0.178389868,0.0302303645,,,,-0.419675965,,-0.155702932,,0.247669352,-0.0460430763,,,,0.28090485,0.159747151,,-0.0069319249,,,0.454164132,,,0.264415364,-0.188951919,-0.467737261,,,-0.00361642653,,,-0.29744885,,,0.301774455,-0.234360899,-0.191970616,,,,0.0287141897,,0.513545397,-0.335062579,-0.255077748,0.29817859,,,,,-0.247062926,,,0.0570757829,,,-0.218802336,0.232372633,-0.247420658,0.274484191,,,,,,-0.222873579,,0.192897753,-0.192313917,,,,0.235336013,,,0.0254189442,,,0.254351855,-0.158851652,,,-0.0925222997,,-0.205767777,0.246149574,-0.184216439,,,,0.238579485,,0.116737893,-0.18180665,-0.150643767,,,,0.280256283,-0.114183286,,,-0.0569852014,-0.130063222,,,-0.226133322,-0.113888813,,,-0.220051366,0.0950545691,,,-0.100842793,0.135652732,,,-0.104642393,0.231148449,0.194304706
36.36670310718009,-0.337973121,-0.196133336,-0.191975495,-0.170580945,,,,-0.180396638,,0.0207981429,-0.184626712,,-0.0194177196,,,,0.0560658863,0.213520964,-0.222029038,,,-0.10964335,,,0.232379326,-0.051911223,0.323447733,,,,0.281030044,,0.00441589131,,,-0.148857181,0.151172908,-0.0195287558,,,,-0.336339947,,-0.332404704,,-0.185300182,0.0426547273,-0.0582275518,,,,0.0786708443,0.611580492,,,-0.316830106,,,0.0327216821,-0.0601094127,0.0246143082,,,,-0.452103921,,-0.239528276,,0.0431998355,-0.106527396,,,,0.0550194093,0.499287523,,0.0126646288,,,0.286310715,,,0.0562704709,-0.192288974,-0.497144604,,,-0.155039094,,,-0.304715147,,,0.082198789,-0.165142356,-0.356916107,,,,0.0325774704,,0.500232394,0.0158170121,-0.139293628,0.0908673958,,,,,-0.298020922,,,-0.0531373813,,,-0.271088929,0.0800139913,-0.1094815,0.210028548,,,,,,-0.314958636,,0.143535824,-0.0554592262,,,,0.452206173,,,-0.140119556,,,0.219405538,-0.00563421413,,,-0.211645417,,-0.241408441,0.133267212,-0.0290377695,,,,0.0698234271,,-0.0332195105,-0.0938849741,-0.159090921,,,,0.21830963,0.145740807,,,-0.188348782,-0.0878121491,,,-0.268861659,-0.137796906,,,-0.145298554,-0.0439837209,,,-0.073326589,0.102329658,,,0.0151983759,0.138725772,0.299977735
36.8564495000401,-0.259756985,-0.324991681,-0.142814308,0.0154031056,,,,-0.318242986,,-0.0872592945,0.00567106686,,0.102254118,,,,0.0205876322,0.373476493,-0.31554277,,,-0.0880520557,,,0.201160941,-0.0228486837,0.267305048,,,,0.170446373,,0.261701505,,,-0.102318054,0.0906944952,-0.118070532,,,,-0.304585371,,-0.42945764,,-0.191206932,0.0271159843,-0.0941374323,,,,-0.0153343229,0.580412288,,,-0.0015436213,,,0.0601913322,-0.198518662,-0.0337765627,,,,-0.378685307,,-0.236131605,,-0.11525953,-0.184500514,,,,-0.254745328,0.649463415,,0.0757760604,,,0.0753967125,,,-0.0924311312,-0.174393332,-0.364512243,,,-0.259129375,,,-0.229439409,,,-0.0795168343,-0.0778826155,-0.414315053,,,,0.0900985354,,0.35038268,0.36837158,0.00186482303,-0.0546029672,,,,,-0.25715608,,,-0.12843433,,,-0.295609742,0.00566556408,0.0395624764,0.0472907487,,,,,,-0.273337564,,0.123224789,0.049950952,,,,0.487011916,,,-0.253962861,,,0.130699365,0.0818326697,,,-0.23895847,,-0.228290999,-0.0254167979,0.0867527616,,,,-0.118471739,,-0.175767844,0.0129476001,-0.159487716,,,,0.145305099,0.36566,,,-0.267463618,-0.023369233,,,-0.232120206,-0.0709130209,,,-0.0617993574,-0.136538357,,,-0.0399993284,0.0421261215,,,0.172373527,0.0482976735,0.279849463
